#P(>logN) HI HeII CIII CIV OIV OVI NeVIII MgII SiIV
0.000 18.677  0.000 17.672 17.610  0.000 17.426 15.010 14.049 16.361 
0.010 18.491  0.000 17.494 17.491  0.000 17.398 14.965 13.705 16.133 
0.020 18.343  0.000 17.347 17.399  0.000 17.355 14.935 13.376 15.930 
0.030 18.228  0.000 17.227 17.322  0.000 17.329 14.917 13.052 15.784 
0.040 18.173  0.000 17.170 17.266  0.000 17.310 14.907 12.918 15.722 
0.050 18.084  0.000 17.075 17.209  0.000 17.294 14.896 12.831 15.618 
0.060 18.043  0.000 17.030 17.161  0.000 17.275 14.890 12.763 15.564 
0.070 17.990  0.000 16.969 17.114  0.000 17.249 14.882 12.687 15.487 
0.080 17.939  0.000 16.917 17.086  0.000 17.225 14.870 12.652 15.433 
0.090 17.884  0.000 16.853 17.005  0.000 17.193 14.864 12.606 15.380 
0.100 17.828  0.000 16.789 16.972  0.000 17.169 14.854 12.578 15.305 
0.110 17.772  0.000 16.722 16.937  0.000 17.162 14.842 12.526 15.230 
0.120 17.726  0.000 16.684 16.913  0.000 17.140 14.834 12.479 15.185 
0.130 17.697  0.000 16.664 16.897  0.000 17.079 14.826 12.429 15.171 
0.140 17.684  0.000 16.653 16.876  0.000 17.037 14.815 12.353 15.151 
0.150 17.670  0.000 16.632 16.861  0.000 17.014 14.801 12.278 15.129 
0.160 17.651  0.000 16.617 16.848  0.000 17.002 14.791 12.230 15.110 
0.170 17.638  0.000 16.602 16.830  0.000 16.994 14.783 12.152 15.092 
0.180 17.626  0.000 16.586 16.820  0.000 16.983 14.764 12.125 15.080 
0.190 17.610  0.000 16.564 16.804  0.000 16.976 14.747 12.101 15.068 
0.200 17.592  0.000 16.551 16.789  0.000 16.965 14.722 12.080 15.044 
0.210 17.574  0.000 16.537 16.777  0.000 16.951 14.704 12.061 15.020 
0.220 17.560  0.000 16.519 16.760  0.000 16.938 14.694 12.045 15.003 
0.230 17.548  0.000 16.500 16.750  0.000 16.926 14.678 12.026 14.987 
0.240 17.527  0.000 16.487 16.736  0.000 16.915 14.668 12.002 14.965 
0.250 17.509  0.000 16.466 16.708  0.000 16.904 14.659 11.979 14.944 
0.260 17.497  0.000 16.447 16.695  0.000 16.891 14.649 11.960 14.935 
0.270 17.473  0.000 16.433 16.685  0.000 16.878 14.640 11.935 14.921 
0.280 17.454  0.000 16.413 16.672  0.000 16.863 14.628 11.920 14.895 
0.290 17.441  0.000 16.393 16.654  0.000 16.850 14.620 11.909 14.873 
0.300 17.418  0.000 16.377 16.628  0.000 16.836 14.604 11.887 14.856 
0.310 17.394  0.000 16.347 16.603  0.000 16.818 14.597 11.870 14.834 
0.320 17.372  0.000 16.325 16.578  0.000 16.803 14.579 11.851 14.821 
0.330 17.355  0.000 16.300 16.555  0.000 16.780 14.569 11.828 14.795 
0.340 17.334  0.000 16.278 16.527  0.000 16.755 14.557 11.799 14.765 
0.350 17.306  0.000 16.260 16.499  0.000 16.741 14.546 11.780 14.738 
0.360 17.278  0.000 16.219 16.476  0.000 16.727 14.537 11.745 14.702 
0.370 17.250  0.000 16.191 16.456  0.000 16.709 14.515 11.722 14.672 
0.380 17.222  0.000 16.176 16.432  0.000 16.692 14.502 11.695 14.654 
0.390 17.201  0.000 16.144 16.412  0.000 16.669 14.484 11.656 14.625 
0.400 17.170  0.000 16.117 16.386  0.000 16.642 14.468 11.637 14.600 
0.410 17.147  0.000 16.086 16.371  0.000 16.623 14.449 11.585 14.570 
0.420 17.125  0.000 16.074 16.352  0.000 16.603 14.425 11.552 14.551 
0.430 17.115  0.000 16.059 16.332  0.000 16.573 14.410 11.528 14.529 
0.440 17.095  0.000 16.039 16.308  0.000 16.551 14.385 11.475 14.505 
0.450 17.069  0.000 15.999 16.293  0.000 16.529 14.372 11.442 14.495 
0.460 17.048  0.000 15.980 16.264  0.000 16.502 14.354 11.408 14.474 
0.470 17.032  0.000 15.949 16.245  0.000 16.481 14.334 11.383 14.447 
0.480 16.992  0.000 15.923 16.222  0.000 16.465 14.321 11.341 14.418 
0.490 16.956  0.000 15.897 16.198  0.000 16.438 14.297 11.308 14.379 
0.500 16.936  0.000 15.881 16.157  0.000 16.430 14.279 11.253 14.339 
0.510 16.908  0.000 15.860 16.120  0.000 16.406 14.257 11.238 14.296 
0.520 16.876  0.000 15.825 16.075  0.000 16.390 14.243 11.170 14.278 
0.530 16.844  0.000 15.790 16.046  0.000 16.362 14.225 11.123 14.232 
0.540 16.818  0.000 15.736 16.028  0.000 16.335 14.212 11.068 14.197 
0.550 16.790  0.000 15.705 15.999  0.000 16.311 14.194 11.032 14.142 
0.560 16.758  0.000 15.673 15.979  0.000 16.285 14.169 10.992 14.101 
0.570 16.735  0.000 15.640 15.949  0.000 16.262 14.147 10.965 14.077 
0.580 16.694  0.000 15.612 15.924  0.000 16.246 14.129 10.906 14.051 
0.590 16.664  0.000 15.581 15.888  0.000 16.236 14.110 10.845 14.000 
0.600 16.624  0.000 15.551 15.863  0.000 16.214 14.081 10.810 13.957 
0.610 16.596  0.000 15.504 15.842  0.000 16.194 14.055 10.728 13.925 
0.620 16.577  0.000 15.470 15.826  0.000 16.175 14.043 10.651 13.889 
0.630 16.562  0.000 15.449 15.791  0.000 16.146 14.026 10.610 13.841 
0.640 16.514  0.000 15.406 15.772  0.000 16.119 14.002 10.576 13.793 
0.650 16.488  0.000 15.367 15.750  0.000 16.092 13.984 10.530 13.756 
0.660 16.457  0.000 15.332 15.717  0.000 16.071 13.970 10.472 13.721 
0.670 16.428  0.000 15.307 15.694  0.000 16.047 13.945 10.419 13.683 
0.680 16.402  0.000 15.276 15.672  0.000 16.011 13.919 10.372 13.656 
0.690 16.367  0.000 15.242 15.644  0.000 15.963 13.899 10.324 13.616 
0.700 16.349  0.000 15.223 15.617  0.000 15.921 13.875 10.269 13.577 
0.710 16.309  0.000 15.186 15.580  0.000 15.902 13.853 10.207 13.544 
0.720 16.278  0.000 15.159 15.543  0.000 15.866 13.829 10.153 13.496 
0.730 16.251  0.000 15.098 15.501  0.000 15.837 13.801 10.116 13.452 
0.740 16.193  0.000 15.074 15.472  0.000 15.800 13.773 10.076 13.425 
0.750 16.153  0.000 15.028 15.439  0.000 15.773 13.757 10.037 13.380 
0.760 16.128  0.000 15.000 15.399  0.000 15.745 13.733  9.989 13.345 
0.770 16.071  0.000 14.949 15.351  0.000 15.716 13.690  9.947 13.320 
0.780 16.032  0.000 14.897 15.311  0.000 15.672 13.671  9.916 13.261 
0.790 15.995  0.000 14.852 15.278  0.000 15.641 13.655  9.871 13.225 
0.800 15.970  0.000 14.822 15.240  0.000 15.598 13.639  9.825 13.167 
0.810 15.940  0.000 14.800 15.209  0.000 15.553 13.612  9.761 13.130 
0.820 15.894  0.000 14.753 15.182  0.000 15.523 13.571  9.681 13.081 
0.830 15.863  0.000 14.711 15.145  0.000 15.474 13.534  9.616 13.023 
0.840 15.814  0.000 14.655 15.115  0.000 15.453 13.507  9.536 12.985 
0.850 15.767  0.000 14.612 15.060  0.000 15.424 13.480  9.493 12.939 
0.860 15.716  0.000 14.561 15.012  0.000 15.379 13.461  9.423 12.868 
0.870 15.658  0.000 14.498 14.972  0.000 15.335 13.433  9.361 12.783 
0.880 15.623  0.000 14.425 14.916  0.000 15.314 13.404  9.296 12.715 
0.890 15.589  0.000 14.395 14.886  0.000 15.282 13.374  9.211 12.658 
0.900 15.518  0.000 14.322 14.826  0.000 15.258 13.350  9.138 12.593 
0.910 15.443  0.000 14.240 14.749  0.000 15.229 13.335  9.035 12.525 
0.920 15.365  0.000 14.140 14.677  0.000 15.173 13.317  8.905 12.407 
0.930 15.294  0.000 14.057 14.604  0.000 15.102 13.277  8.788 12.307 
0.940 15.201  0.000 14.008 14.503  0.000 15.034 13.242  8.712 12.252 
0.950 15.128  0.000 13.930 14.450  0.000 14.977 13.194  8.571 12.128 
0.960 15.019  0.000 13.776 14.322  0.000 14.894 13.171  8.454 11.988 
0.970 14.936  0.000 13.669 14.263  0.000 14.810 13.128  8.310 11.896 
0.980 14.863  0.000 13.584 14.196  0.000 14.747 13.081  8.137 11.766 
0.990 14.741  0.000 13.479 14.073  0.000 14.689 13.037  7.959 11.618 
1.000 14.618  0.000 13.326 13.933  0.000 14.599 12.970  7.810 11.472 
