#P(>logN) HI HeII CIII CIV OIV OVI NeVIII MgII SiIV
0.670 19.934  0.000 14.577 13.589  0.000 13.657 13.471 15.484 13.268 
0.680 19.914  0.000 14.558 13.573  0.000 13.639 13.462 15.463 13.258 
0.690 19.884  0.000 14.540 13.556  0.000 13.624 13.452 15.449 13.243 
0.700 19.867  0.000 14.523 13.537  0.000 13.610 13.444 15.423 13.225 
0.710 19.832  0.000 14.504 13.523  0.000 13.589 13.435 15.379 13.196 
0.720 19.776  0.000 14.485 13.501  0.000 13.576 13.420 15.326 13.180 
0.730 19.750  0.000 14.466 13.477  0.000 13.564 13.406 15.295 13.160 
0.740 19.723  0.000 14.450 13.465  0.000 13.546 13.392 15.277 13.135 
0.750 19.692  0.000 14.422 13.439  0.000 13.526 13.377 15.245 13.112 
0.760 19.663  0.000 14.408 13.419  0.000 13.514 13.365 15.216 13.094 
0.770 19.637  0.000 14.385 13.403  0.000 13.495 13.357 15.194 13.070 
0.780 19.580  0.000 14.355 13.373  0.000 13.477 13.350 15.160 13.045 
0.790 19.541  0.000 14.324 13.355  0.000 13.468 13.344 15.088 13.016 
0.800 19.500  0.000 14.305 13.325  0.000 13.442 13.327 15.058 12.994 
0.810 19.453  0.000 14.282 13.307  0.000 13.427 13.310 15.020 12.974 
0.820 19.414  0.000 14.262 13.293  0.000 13.416 13.300 14.984 12.960 
0.830 19.389  0.000 14.240 13.263  0.000 13.403 13.290 14.953 12.939 
0.840 19.347  0.000 14.220 13.237  0.000 13.390 13.284 14.916 12.927 
0.850 19.317  0.000 14.203 13.207  0.000 13.369 13.272 14.883 12.893 
0.860 19.292  0.000 14.179 13.177  0.000 13.351 13.265 14.851 12.874 
0.870 19.235  0.000 14.154 13.149  0.000 13.336 13.259 14.818 12.837 
0.880 19.182  0.000 14.144 13.125  0.000 13.316 13.251 14.757 12.820 
0.890 19.165  0.000 14.098 13.106  0.000 13.289 13.245 14.714 12.792 
0.900 19.100  0.000 14.072 13.068  0.000 13.274 13.235 14.672 12.767 
0.910 19.032  0.000 14.051 13.039  0.000 13.249 13.220 14.595 12.748 
0.920 18.978  0.000 14.028 12.978  0.000 13.225 13.210 14.548 12.723 
0.930 18.925  0.000 14.000 12.926  0.000 13.206 13.200 14.506 12.691 
0.940 18.836  0.000 13.943 12.886  0.000 13.194 13.187 14.401 12.638 
0.950 18.724  0.000 13.903 12.836  0.000 13.175 13.182 14.316 12.590 
0.960 18.628  0.000 13.875 12.786  0.000 13.147 13.174 14.241 12.550 
0.970 18.554  0.000 13.835 12.703  0.000 13.133 13.167 14.142 12.509 
0.980 18.475  0.000 13.754 12.644  0.000 13.114 13.158 14.066 12.471 
0.990 18.400  0.000 13.709 12.593  0.000 13.085 13.151 13.985 12.393 
1.000 18.235  0.000 13.655 12.528  0.000 13.062 13.143 13.871 12.317 
