#P(>logN) HI HeII CIII CIV OIV OVI NeVIII MgII SiIV
0.000 21.704  0.000 15.859 14.678  0.000 14.868 14.443 17.279 14.382 
0.010 21.582  0.000 15.704 14.573  0.000 14.594 14.179 17.162 14.189 
0.020 21.484  0.000 15.639 14.489  0.000 14.528 14.156 17.076 14.144 
0.030 21.418  0.000 15.598 14.454  0.000 14.482 14.143 17.011 14.104 
0.040 21.366  0.000 15.539 14.422  0.000 14.439 14.126 16.955 14.077 
0.050 21.322  0.000 15.515 14.405  0.000 14.417 14.114 16.914 14.060 
0.060 21.277  0.000 15.492 14.387  0.000 14.406 14.110 16.869 14.044 
0.070 21.233  0.000 15.484 14.361  0.000 14.388 14.100 16.832 14.021 
0.080 21.212  0.000 15.470 14.351  0.000 14.375 14.087 16.806 14.005 
0.090 21.140  0.000 15.463 14.330  0.000 14.365 14.081 16.736 13.992 
0.100 21.107  0.000 15.450 14.317  0.000 14.354 14.068 16.703 13.974 
0.110 21.078  0.000 15.442 14.305  0.000 14.344 14.058 16.677 13.961 
0.120 21.052  0.000 15.432 14.297  0.000 14.334 14.050 16.654 13.950 
0.130 21.007  0.000 15.420 14.286  0.000 14.326 14.045 16.599 13.940 
0.140 20.980  0.000 15.413 14.273  0.000 14.316 14.039 16.576 13.922 
0.150 20.969  0.000 15.396 14.261  0.000 14.301 14.036 16.566 13.912 
0.160 20.960  0.000 15.385 14.249  0.000 14.291 14.030 16.553 13.905 
0.170 20.947  0.000 15.377 14.243  0.000 14.281 14.024 16.541 13.900 
0.180 20.934  0.000 15.369 14.228  0.000 14.271 14.019 16.532 13.891 
0.190 20.923  0.000 15.361 14.211  0.000 14.262 14.011 16.521 13.877 
0.200 20.913  0.000 15.353 14.203  0.000 14.253 13.993 16.507 13.871 
0.210 20.896  0.000 15.346 14.193  0.000 14.242 13.990 16.500 13.864 
0.220 20.885  0.000 15.341 14.180  0.000 14.237 13.981 16.486 13.858 
0.230 20.873  0.000 15.330 14.168  0.000 14.228 13.975 16.472 13.847 
0.240 20.860  0.000 15.319 14.159  0.000 14.221 13.963 16.461 13.841 
0.250 20.850  0.000 15.315 14.148  0.000 14.212 13.955 16.450 13.834 
0.260 20.829  0.000 15.307 14.138  0.000 14.202 13.948 16.436 13.826 
0.270 20.815  0.000 15.293 14.130  0.000 14.198 13.936 16.417 13.816 
0.280 20.799  0.000 15.281 14.122  0.000 14.192 13.923 16.401 13.808 
0.290 20.775  0.000 15.268 14.110  0.000 14.178 13.913 16.381 13.801 
0.300 20.749  0.000 15.259 14.100  0.000 14.166 13.904 16.354 13.793 
0.310 20.723  0.000 15.253 14.088  0.000 14.154 13.896 16.328 13.785 
0.320 20.712  0.000 15.243 14.077  0.000 14.146 13.888 16.314 13.776 
0.330 20.687  0.000 15.236 14.066  0.000 14.136 13.875 16.296 13.768 
0.340 20.669  0.000 15.227 14.055  0.000 14.125 13.864 16.271 13.761 
0.350 20.638  0.000 15.212 14.044  0.000 14.117 13.852 16.247 13.751 
0.360 20.616  0.000 15.197 14.035  0.000 14.109 13.842 16.217 13.746 
0.370 20.594  0.000 15.184 14.024  0.000 14.098 13.831 16.200 13.740 
0.380 20.568  0.000 15.177 14.015  0.000 14.083 13.824 16.178 13.732 
0.390 20.549  0.000 15.168 13.999  0.000 14.075 13.815 16.156 13.715 
0.400 20.532  0.000 15.158 13.991  0.000 14.062 13.808 16.142 13.707 
0.410 20.503  0.000 15.148 13.982  0.000 14.053 13.800 16.114 13.691 
0.420 20.480  0.000 15.132 13.963  0.000 14.037 13.794 16.091 13.674 
0.430 20.469  0.000 15.110 13.947  0.000 14.027 13.781 16.078 13.663 
0.440 20.448  0.000 15.087 13.938  0.000 14.008 13.773 16.056 13.644 
0.450 20.429  0.000 15.075 13.927  0.000 13.992 13.762 16.036 13.633 
0.460 20.409  0.000 15.059 13.919  0.000 13.982 13.751 16.018 13.623 
0.470 20.390  0.000 15.042 13.911  0.000 13.972 13.737 16.001 13.605 
0.480 20.373  0.000 15.013 13.894  0.000 13.964 13.725 15.980 13.594 
0.490 20.348  0.000 14.992 13.882  0.000 13.954 13.716 15.953 13.583 
0.500 20.315  0.000 14.978 13.872  0.000 13.945 13.702 15.920 13.566 
0.510 20.283  0.000 14.966 13.863  0.000 13.931 13.691 15.896 13.551 
0.520 20.236  0.000 14.951 13.845  0.000 13.916 13.682 15.853 13.537 
0.530 20.211  0.000 14.933 13.828  0.000 13.903 13.667 15.828 13.525 
0.540 20.180  0.000 14.916 13.814  0.000 13.890 13.649 15.801 13.512 
0.550 20.162  0.000 14.898 13.802  0.000 13.877 13.636 15.780 13.500 
0.560 20.135  0.000 14.892 13.783  0.000 13.856 13.622 15.754 13.486 
0.570 20.100  0.000 14.878 13.763  0.000 13.838 13.608 15.720 13.471 
0.580 20.077  0.000 14.858 13.746  0.000 13.814 13.595 15.700 13.455 
0.590 20.046  0.000 14.827 13.732  0.000 13.793 13.584 15.659 13.439 
0.600 20.018  0.000 14.812 13.718  0.000 13.778 13.568 15.639 13.414 
0.610 19.993  0.000 14.798 13.687  0.000 13.761 13.549 15.615 13.392 
0.620 19.978  0.000 14.780 13.669  0.000 13.739 13.536 15.592 13.361 
0.630 19.962  0.000 14.761 13.651  0.000 13.723 13.518 15.580 13.339 
0.640 19.936  0.000 14.732 13.638  0.000 13.714 13.504 15.556 13.315 
0.650 19.907  0.000 14.709 13.620  0.000 13.696 13.493 15.534 13.297 
0.660 19.892  0.000 14.688 13.604  0.000 13.678 13.480 15.512 13.287 
0.670 19.867  0.000 14.657 13.589  0.000 13.656 13.471 15.475 13.269 
0.680 19.829  0.000 14.638 13.573  0.000 13.639 13.462 15.449 13.257 
0.690 19.805  0.000 14.625 13.556  0.000 13.624 13.451 15.433 13.243 
0.700 19.783  0.000 14.612 13.537  0.000 13.610 13.444 15.404 13.225 
0.710 19.747  0.000 14.581 13.524  0.000 13.589 13.434 15.365 13.195 
0.720 19.695  0.000 14.553 13.500  0.000 13.576 13.420 15.314 13.180 
0.730 19.665  0.000 14.534 13.476  0.000 13.564 13.405 15.279 13.161 
0.740 19.647  0.000 14.519 13.465  0.000 13.546 13.392 15.264 13.135 
0.750 19.606  0.000 14.490 13.439  0.000 13.526 13.377 15.226 13.111 
0.760 19.575  0.000 14.471 13.419  0.000 13.514 13.365 15.201 13.096 
0.770 19.552  0.000 14.457 13.404  0.000 13.494 13.357 15.180 13.071 
0.780 19.497  0.000 14.437 13.372  0.000 13.477 13.350 15.144 13.048 
0.790 19.459  0.000 14.419 13.355  0.000 13.468 13.343 15.074 13.014 
0.800 19.417  0.000 14.400 13.325  0.000 13.442 13.327 15.043 12.993 
0.810 19.372  0.000 14.383 13.307  0.000 13.427 13.310 15.002 12.972 
0.820 19.330  0.000 14.357 13.292  0.000 13.415 13.300 14.968 12.960 
